timestamp;acao;preco;lucro;saldo;nota_tendencia;status_tendencia;volume_compra;volume_venda
2025-08-14 13:00:00;COMPRA;4612.7;0.0;999.0;41.72;Lateralizando;178341.8583;0.0
2025-08-14 18:00:00;STOP LOSS;4537.97;-17.167537891039842;981.8324621089602;37.35;Queda;0.0;57950.4462
2025-09-13 16:00:00;COMPRA;4623.65;0.0;980.8506296468512;41.13;Lateralizando;0.0;35483.6407
2025-09-15 05:00:00;VENDA;4662.84;7.3245134527738855;988.1751430996251;59.62;Lateralizando;10071.3911;0.0
2025-10-13 11:00:00;COMPRA;4080.39;0.0;987.1869679565255;50.38;Lateralizando;0.0;54583.4404
2025-10-13 14:00:00;TRAILING STOP;4095.45;2.65270252831408;989.8396704848395;51.18;Lateralizando;0.0;44561.1314
2025-11-10 14:00:00;COMPRA;3541.62;0.0;988.8498308143547;44.91;Lateralizando;0.0;42772.1223
2025-11-11 15:00:00;STOP LOSS;3481.1;-17.86964070310546;970.9801901112492;35.08;Queda;0.0;42180.0426
2025-11-27 12:00:00;COMPRA;2991.3;0.0;970.0092099211379;45.85;Lateralizando;0.0;19819.5338
2025-11-28 16:00:00;TRAILING STOP;3025.59;10.138323017667972;980.1475329388059;48.28;Lateralizando;0.0;28629.3545
2025-12-04 18:00:00;COMPRA;3141.27;0.0;979.1673854058671;47.07;Lateralizando;0.0;14934.751
2025-12-05 16:00:00;STOP LOSS;3032.78;-34.762840795536135;944.404544610331;28.55;Queda;0.0;87395.2477
